CustomerID,SubscriptionLength,LastLogin,SupportTickets,PaymentHistory,Age,Gender,Churn
26a97465-2371-4a2c-8247-145f4a814d53,44,2022-12-13,6,on-time,49,Female,1
5e00ea6d-ca24-4e4d-9667-2017555a4085,6,2023-11-26,5,on-time,25,Female,0
9edb95f2-c787-4dfb-9697-f17c17fd3736,23,2022-06-13,5,on-time,18,Male,1
2640211e-29f2-43c7-8505-f4f60a8c46c7,5,2023-08-13,9,on-time,31,Male,0
fd42f697-6511-4656-9c64-60364a1eb1b7,43,2023-07-17,10,delayed,25,Male,1
7a62722e-1d69-49fc-8b1c-b8bd2130260c,24,2023-12-05,0,delayed,32,Male,0
4ed13553-0c5a-476f-af0a-81ed3d5d60bc,30,2022-10-03,1,late,40,Female,0
122411e6-ba89-42dd-85e6-9ea9db66bfda,2,2023-01-07,3,late,39,Female,1
4c9a0ae1-5419-4efc-95e7-3e3f673617d9,19,2023-04-04,8,delayed,38,Male,0
e89dc815-8f92-4dc5-9972-4ce31bd09448,7,2023-05-25,8,delayed,37,Male,1
cc417e7c-d741-4609-964a-e90979585e69,58,2024-02-06,2,on-time,69,Male,1
1db2b452-7aa5-4a18-9fd3-c01757f98d1e,33,2023-11-11,3,on-time,66,Male,1
4d4985dc-09ae-4bd0-ad31-6b4a7f6b8793,24,2023-02-01,6,delayed,20,Male,0
27d99a23-e4f7-425e-afe6-790abc18a40b,26,2024-04-30,1,delayed,22,Male,1
60257199-9082-4eda-a072-2aa02aa36cf7,20,2024-02-02,8,late,65,Male,1
16408169-a38d-4afc-bdd2-ed7af97ccc57,20,2022-07-07,10,late,23,Male,1
bff773ce-32b2-4492-95ac-e7a1ceca2ee3,41,2022-11-04,5,delayed,51,Male,1
191b8adf-0202-461c-a283-08690fa7ee05,27,2023-03-18,0,late,64,Female,1
72d3cc5d-4a31-4243-84dd-6da68e751eb7,14,2024-04-30,5,late,48,Male,0
b6e355f6-95bb-440d-89cd-4af97d161f29,51,2023-10-26,1,late,25,Male,1
5e4af862-156a-4458-ac4c-3935379deda1,60,2022-11-03,6,on-time,67,Female,1
95d18051-42cb-4d1d-bfc5-73d5fd0ba70e,12,2024-01-10,3,late,39,Male,1
5bc7fdeb-3123-4efe-ae64-80432aa50f4e,30,2022-08-14,10,delayed,23,Female,0
da54f267-dd13-4266-926d-53961058fe8c,19,2023-11-13,0,delayed,46,Female,0
739cd488-869b-4bd2-a72b-b5b707120911,14,2023-12-22,4,on-time,67,Female,0
7f411fed-1e70-4799-b3a1-d1c2ad4ab155,28,2023-03-22,7,on-time,61,Female,0
0ac728b4-a418-45bf-b50d-278d41a8a6e1,35,2024-01-26,6,late,58,Male,0
1ac902ee-2577-4cf0-9f98-21883744da64,18,2022-10-17,10,on-time,18,Female,1
8be04c3e-5c94-4381-a0c6-b3ed755a3ac1,34,2024-02-18,9,delayed,43,Female,0
98a33736-fd1a-47ce-9ad0-a6f226bdd974,48,2023-05-30,4,late,36,Male,0
a36bcb01-67e9-4363-905c-053b25fdacbe,3,2023-10-27,1,late,37,Female,0
7ed2ec2f-856f-4d95-a0ae-1a1b6c596216,34,2023-10-26,3,on-time,22,Female,1
d5627386-528c-4241-a345-ac72eac39204,19,2023-06-08,8,on-time,54,Male,0
ab899605-a293-4b3b-bfa7-4d8aff88ec82,27,2024-03-26,10,delayed,43,Female,1
ee6a8e2f-9c19-4d34-8af5-890333b5b3ce,29,2022-11-02,5,delayed,58,Male,0
f66ac168-b4a1-4a79-9718-ada2027c013f,8,2023-12-18,1,late,43,Female,0
52631db9-d170-44ce-9179-7350e6256403,36,2022-06-13,10,late,40,Female,1
41c30359-dfde-4281-a5fb-5f3d866d7002,14,2023-08-28,7,late,62,Female,1
61067a8c-d7a3-483c-a7e9-69e2c8bf23fb,42,2023-08-12,0,late,37,Male,1
ce9b2e70-b4d4-4fcc-b7d7-79cc4b5ca436,4,2023-05-17,9,on-time,19,Female,1
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,26,2024-03-21,0,delayed,22,Male,1
399f8a8f-10fc-4eee-8a17-27f7ea5f24b6,1,2022-08-26,5,on-time,25,Male,1
c2472fd6-03e9-4a02-8cea-2df00a66dc4e,56,2024-03-02,10,delayed,36,Male,0
2922fbd8-dca5-4353-94a1-d50572d6bc20,49,2024-01-28,9,late,30,Male,1
75f2bc20-a7f5-495c-9e62-d43f261908b9,30,2023-03-01,5,late,28,Female,1
87a1798f-e6ad-4d9e-a1d9-fe398147a8f4,42,2023-06-11,10,late,27,Female,0
adb6da35-1734-426c-92e9-4e89089b30a0,34,2024-01-23,5,on-time,31,Male,1
99a2ecb1-c202-487b-849b-8a44ce1bb02a,23,2022-07-15,6,late,69,Female,1
c12ea9b8-e7e1-4ed8-ad26-5dd8bf391fbb,47,2022-10-24,3,on-time,46,Male,0
993ec8c6-e6b1-46e2-8911-0af04a276dda,58,2023-04-06,6,on-time,32,Male,0
d872298c-7b72-490b-b8f8-f071d360da69,24,2024-01-21,0,delayed,58,Male,0
961d8dcf-9b80-46da-a379-4035f8e45086,40,2022-11-14,4,delayed,23,Female,1
053e4b42-cc4d-4021-9d62-0222d9efe28b,27,2023-10-09,7,on-time,58,Female,1
2e9583ea-bda1-4da2-800f-c63de2a01335,32,2023-01-06,4,delayed,48,Male,1
552ae5ca-4124-405b-91fc-fe8881c16e98,18,2022-07-06,0,on-time,21,Male,1
f164f9d8-4312-4ce2-9c21-51e17e56ac3d,1,2024-02-16,4,delayed,18,Male,0
62584ab3-6877-4bab-85c1-42624d849ec5,51,2024-02-05,6,delayed,32,Female,0
a417956f-29ee-4f3d-8ff0-30b86238d0a0,30,2024-05-12,3,late,56,Male,0
babd4745-497e-4f1a-bd2b-f042209818d1,51,2024-02-20,5,late,52,Female,1
0932f5b6-f11d-4ff7-8e37-05265582a3bd,17,2023-05-25,0,delayed,20,Male,1
e3d48408-7de8-4234-a412-579d6af944e0,6,2024-03-17,3,delayed,40,Male,0
ac6d5df8-14e5-464c-b799-ae8e9a1a7d6f,17,2023-11-10,10,delayed,65,Female,1
5a4f4145-fc98-4279-8f6f-111c26c06e67,34,2023-04-01,6,late,48,Female,0
62fda854-775e-4ec3-9c9d-03f309018aee,3,2023-05-08,4,delayed,22,Male,1
c734bb05-788c-41f6-99fa-a06e0c0a5967,32,2022-09-11,7,on-time,69,Female,1
9e0df45b-992a-44a1-884f-a819052daad3,30,2022-08-28,7,on-time,23,Male,0
b3386c3e-1af4-487f-92eb-dac5a1457899,7,2023-07-17,2,late,31,Female,0
62276cbc-31e9-4a80-98bf-3b9ea6245b59,53,2024-01-15,6,delayed,66,Female,0
1c6a4b5e-7d85-4725-8707-aef9c6c3744c,12,2024-03-31,3,late,32,Male,1
7799a8e2-b368-4553-9c30-ceaa0f66b32d,60,2023-09-06,5,late,45,Male,1
a6855857-567e-4862-af15-1673a1df3da7,40,2022-08-21,8,on-time,63,Female,1
9f3dd894-b6af-48b2-aeba-42d0f8303249,33,2023-01-02,9,late,52,Female,1
f55e3aa2-208a-493e-9960-af85c9df7e44,15,2024-04-24,0,on-time,57,Male,0
eab9221b-4b36-4545-8ca1-a034633cbf79,47,2023-12-17,6,on-time,31,Female,0
fbbff9e0-ae56-402a-b521-ca9fdf5e6f78,48,2024-02-05,8,delayed,45,Male,0
c915d113-dc45-488d-84dd-a9b91f1e0ee9,25,2022-10-10,10,late,25,Female,0
71cff814-645b-4776-8838-a14509c67417,44,2023-03-01,8,delayed,36,Male,0
5b471c43-7499-428c-b0c3-2323c1b199c4,5,2024-01-20,8,late,61,Female,0
0b6d9611-f4dd-45d5-9349-747aa1cba182,24,2024-04-16,10,late,36,Male,0
4160ff92-7c75-40f2-8a3c-2c6fef2d9a38,52,2024-04-15,0,delayed,50,Female,1
aaa07996-8522-4c4e-b1dd-50bf06d2ed7c,38,2023-08-02,10,on-time,69,Male,1
3acaaf82-374a-4cc9-a039-7e67926146de,10,2022-07-28,2,delayed,22,Male,0
e38690e7-e27a-48e9-91c3-d1bcc6be6432,51,2023-09-16,7,delayed,67,Male,0
8611f583-b2d1-4e3d-809e-2109c7867a38,47,2023-04-08,2,on-time,66,Female,1
1d0ab994-f20b-475d-8e28-e67481d1bf06,39,2022-09-07,9,on-time,58,Female,0
6c0be55c-90e6-49e1-a44f-c3a96d0c62c3,40,2024-05-02,0,delayed,56,Female,1
6a677623-1ad1-4aaa-af8d-9ff015831fee,30,2022-07-04,4,on-time,32,Male,1
27f9e728-c618-4c1e-aa48-05421965e435,52,2023-12-08,7,delayed,38,Male,1
725c2675-ca95-41e4-87dc-02b1f45da406,9,2023-04-16,9,late,63,Male,1
7f22cd12-07b6-408e-aac1-ca75afb918c8,51,2024-04-30,4,late,21,Male,0
b8f8903b-5312-4ffd-b655-860bdd32e231,21,2022-11-29,3,late,46,Male,1
1f12a0e9-1201-4caa-9a3d-a367141b1a1b,23,2023-02-20,10,on-time,37,Male,1
590e83da-586f-4721-8785-48d7b1182d23,37,2022-10-02,8,on-time,64,Male,1
3b019fcb-f96d-4403-948c-93f3028d042b,2,2024-02-12,7,delayed,21,Male,0
e4b82987-98ba-4f0e-920d-71265da53b38,3,2022-09-05,0,on-time,59,Female,0
a8b56f85-346d-4b7e-80d3-d1af353e0c86,53,2023-10-22,0,late,60,Female,0
1f8941b6-e6a1-440b-b031-f4b9bb6b0095,58,2023-12-18,3,late,45,Male,1
b080e003-5e7f-403c-8b13-47f601d6d903,20,2022-06-05,2,delayed,39,Female,1
dbf2eed1-3b9c-4a95-9ad7-558feecb325b,1,2022-09-04,6,late,52,Female,0
7a089ca8-1cc5-48a0-b43c-7e9d2fdeb035,37,2023-02-08,1,late,42,Male,0
215203c7-421a-415e-b58c-43ceb51d70d8,33,2022-06-07,2,delayed,60,Male,0
55c36c3d-5cbb-4080-b547-5c5ef76dce6e,22,2023-05-19,3,on-time,33,Male,0
efe78b60-4bdd-4f99-8ae9-ee11f5fe0213,48,2024-03-29,10,delayed,28,Male,1
53b53b92-a2cb-4f38-8d9e-cfb9f5492e22,60,2022-10-06,9,on-time,57,Female,0
1a42b629-14af-4646-be32-16bd97d01e70,40,2023-07-05,9,on-time,34,Female,1
606821d6-280a-47ee-8ec9-85ff94b28b9d,2,2024-04-13,10,on-time,49,Male,1
cdec85da-200f-4753-b217-faac259cff81,19,2022-11-06,10,on-time,47,Male,1
3c9590d3-3e2a-4d3e-8222-134550de4292,11,2023-12-24,6,late,35,Female,1
6b770df1-5f59-4a2c-8a82-e06a2f16fb50,1,2023-10-14,4,delayed,36,Female,0
99e8c828-21da-432c-9c68-d4fd0bd7696f,50,2022-06-01,8,delayed,53,Female,0
12bdf75f-b3c1-41c3-93f2-a37c64d02759,30,2022-08-27,6,delayed,25,Female,1
6ab01563-8cff-4bb1-8ca4-9aaf6b944e09,32,2023-12-13,0,on-time,35,Male,1
6c148fc6-9750-4a7e-a46c-b09ced28508d,44,2023-01-03,10,delayed,62,Female,0
3f80c31f-15a5-412c-9ac4-b6c7a31034dd,49,2023-04-27,8,delayed,39,Female,1
f2ed33e1-a315-4940-9e87-905aa1fdcdf1,14,2023-07-02,1,delayed,39,Male,1
02284fd9-689b-4a65-a05d-d4d60ecfb95b,11,2023-04-06,2,late,65,Male,0
52177eb7-e6b9-40da-ba6a-098ff642c8f3,37,2023-04-24,2,late,41,Female,1
f3cc9d8a-4b16-48e4-9f20-f4063438b4e4,21,2023-05-17,7,late,56,Female,0
cbe88a3f-2f7a-404f-b344-c911174f7a54,1,2022-08-09,2,delayed,20,Female,0
9b050db2-8ee4-4d02-9cb6-6f6746e785ad,22,2023-11-02,0,delayed,48,Female,0
7237d420-b3dd-47e1-8bb0-2fe927649a62,5,2024-05-07,8,late,35,Male,0
6bf4d047-c484-4a8d-af75-1bde66163e5b,5,2023-04-17,10,delayed,28,Male,1
74151acc-f5a3-4893-bf7a-27482cbb93c2,49,2023-02-05,6,late,37,Female,0
5af95c78-247f-4d97-85fa-2d5cefe6171b,28,2023-05-11,4,late,52,Female,1
7bb8c2f1-1624-4318-a326-52e8a1ab17c0,13,2023-12-24,6,on-time,18,Male,1
d4864482-0078-4b12-8b73-50d13421beaf,24,2023-11-10,7,on-time,53,Female,0
01fda698-7646-47ca-9e65-736c72f774b1,58,2022-11-02,0,late,51,Male,0
fa92cd28-c4c5-46fb-9d4d-11804c6e6fbb,41,2023-09-17,5,delayed,62,Female,0
27fe1b4b-9bf1-41d1-8b92-c2474d18c103,47,2023-04-11,3,delayed,33,Female,0
17b18e6e-78af-458e-8058-a332b4cfafa8,49,2023-10-25,6,on-time,54,Female,0
3b7c1f9a-f5fe-4a5e-8295-3f517f67ee1a,48,2023-07-13,7,delayed,69,Male,0
a1cf0d1d-47b3-4f41-a7c2-1355c3121af6,11,2022-06-02,7,on-time,45,Female,1
ab2212c9-e23b-480e-8523-dbbb1eeed219,17,2022-06-17,6,late,57,Female,0
86ae9d5c-65ff-4adc-81ae-f3f700109824,20,2024-04-07,0,late,18,Female,0
71d04b0f-656f-47e6-b5c0-3f6f94e4cc44,49,2022-08-04,6,late,45,Female,0
488cac4e-5a94-44b8-80aa-ec7abf1df687,38,2024-03-23,7,late,54,Male,1
322f1499-e8a5-4f31-ac2c-10d0c15648ff,21,2023-08-22,0,late,48,Male,0
cad00273-1209-41ea-8913-508715d38ca9,6,2022-12-06,9,late,41,Male,0
1e415c4e-5703-4ede-889c-8ae24e3c0f2d,13,2023-07-02,1,delayed,52,Female,0
eb83af16-e404-4808-bfc1-8c00dc0520a4,21,2023-12-29,0,late,43,Male,1
dc66a27b-6a32-4333-916e-8a6429deb984,27,2022-12-28,10,on-time,56,Male,1
92f078b8-2269-4227-8513-d91e48622a67,56,2023-06-27,4,delayed,21,Male,0
1af55c26-8808-4ebc-b5d4-cd35a08c3a00,58,2023-04-01,2,late,63,Male,0
674610eb-8b27-4c29-a274-c0d7f4a5cc36,53,2023-12-13,8,delayed,65,Female,0
47534952-c9c5-4ef1-a76f-8a76c74f11cd,23,2022-12-30,9,on-time,23,Male,1
a0f9c074-9177-46d4-9f2e-9167713eceb1,13,2022-09-01,4,late,62,Female,1
1eda4209-b270-4f55-9f90-78d52835bcdb,34,2023-03-09,7,on-time,66,Female,0
23b870f3-77cb-4a27-974f-dedc66b62087,3,2023-07-25,10,delayed,29,Male,1
a1d20ebc-5aa3-492a-8c88-b9d8ab12fb53,53,2023-05-19,1,on-time,59,Female,0
7a0a02ba-37cf-4025-aa44-7a90be0a5a56,52,2023-05-31,7,delayed,28,Female,0
7e22e1b7-5178-4032-8066-b49bb1d792a0,31,2023-10-05,8,on-time,52,Male,1
4cd8ef24-71a8-49c6-8f6a-b75bf55b2e5c,1,2022-09-04,1,on-time,45,Female,1
e32866d3-0d6a-48b0-beda-9ab9bec60ffe,22,2023-09-11,6,delayed,41,Male,0
78b61daf-5afb-4565-868a-3c383739076a,21,2023-03-16,0,on-time,64,Male,0
d8a230de-0296-4326-be2d-9d1de377b008,22,2023-06-30,9,on-time,20,Female,0
ddfae808-afd8-4432-9103-5083fa999f9b,45,2022-07-19,4,late,21,Male,1
ecb3d561-bdf0-4015-b305-ee95afb120f4,59,2023-10-18,1,late,21,Female,1
0a8aa1e4-5c7c-4c62-81a4-f7a165264961,39,2022-08-15,9,late,61,Female,1
453432cd-ffeb-4d5f-80f5-20f49ef1c846,27,2024-03-25,2,on-time,47,Female,0
ba2338fe-4ae3-42f3-b31e-9be8a3ef802e,25,2024-04-15,1,late,24,Male,0
92a651d7-c069-4542-a403-97213a082921,23,2022-12-26,0,on-time,43,Male,1
75fd3537-6f1b-4d07-9aff-71ae30f2c485,30,2023-11-24,8,delayed,62,Female,1
54a8762b-2b12-492c-a256-5a955487b5c3,6,2023-04-09,0,delayed,43,Female,0
6f6ddf79-affe-4554-a5ae-f699a5e3a719,42,2022-09-08,8,on-time,70,Male,1
25c29b6a-b575-4c6e-aee8-4bcb7281b8a9,23,2023-06-28,1,late,20,Male,1
e90f79f8-3578-4f66-a114-c2d650ea1324,3,2022-10-09,0,late,39,Male,0
fbc59e92-ca12-49ad-9963-05b371b221e4,11,2023-03-15,2,on-time,58,Male,1
63b8a897-7df0-4e6b-8e8d-75f26d62e40c,2,2023-12-04,7,delayed,61,Female,0
707421d4-3239-404b-8bab-5b51385c5fdc,15,2024-05-16,3,delayed,36,Female,0
0cbf404d-b5c2-4d42-9626-d8c4344af454,16,2024-04-19,5,on-time,28,Female,1
a217cf25-3be9-4767-8884-fd16636abf8c,24,2022-07-21,9,on-time,42,Male,0
0e96ed9b-5d15-4e44-afcf-3b87defa7864,60,2023-12-15,9,on-time,61,Female,0
3baa17f9-2c62-4ac3-ad70-27cfa358cb1d,10,2023-09-03,0,on-time,70,Female,0
b475e15e-162d-4c72-9ccd-3e1f4c2abdaa,3,2024-03-21,0,on-time,54,Male,0
c57c7998-48d0-42be-8061-c99b831a352a,44,2024-03-28,6,on-time,44,Female,1
7552c6e8-6953-4115-9a62-ddc4e2091f49,46,2022-06-27,3,on-time,41,Male,1
aa66b464-8420-48d9-b261-d0d2a1c2d9bf,5,2023-10-02,2,late,54,Female,0
bc02ba67-ee04-4dde-8c14-1838f46860a2,28,2024-05-11,6,on-time,48,Female,0
7d7de1f5-7460-420d-94b9-cdb56e3c18c9,59,2022-11-30,6,on-time,59,Female,1
56525ce0-3725-4d0c-b9c4-5c38b440ffe0,59,2022-12-09,9,on-time,34,Female,1
29b10823-0d74-4256-8b36-f3cd0acfeba4,35,2023-02-12,0,delayed,57,Female,0
01d34690-a795-4c54-8a30-f7cd00fdec23,18,2022-09-03,0,delayed,38,Female,0
