0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
1.0,48.0,7.0,0.0,18.0,1.0,538.0,2304.0,336.0,0.0,864.0,48.0,25824.0,49.0,0.0,126.0,7.0,3766.0,0.0,0.0,0.0,0.0,324.0,18.0,9684.0,1.0,538.0,289444.0
1.0,14.0,4.0,0.0,52.0,1.0,126.0,196.0,56.0,0.0,728.0,14.0,1764.0,16.0,0.0,208.0,4.0,504.0,0.0,0.0,0.0,0.0,2704.0,52.0,6552.0,1.0,126.0,15876.0
1.0,49.0,4.0,1.0,67.0,1.0,462.0,2401.0,196.0,49.0,3283.0,49.0,22638.0,16.0,4.0,268.0,4.0,1848.0,1.0,67.0,1.0,462.0,4489.0,67.0,30954.0,1.0,462.0,213444.0
1.0,34.0,9.0,2.0,43.0,1.0,89.0,1156.0,306.0,68.0,1462.0,34.0,3026.0,81.0,18.0,387.0,9.0,801.0,4.0,86.0,2.0,178.0,1849.0,43.0,3827.0,1.0,89.0,7921.0
1.0,22.0,7.0,0.0,51.0,0.0,461.0,484.0,154.0,0.0,1122.0,0.0,10142.0,49.0,0.0,357.0,0.0,3227.0,0.0,0.0,0.0,0.0,2601.0,0.0,23511.0,0.0,0.0,212521.0
1.0,2.0,10.0,0.0,51.0,1.0,315.0,4.0,20.0,0.0,102.0,2.0,630.0,100.0,0.0,510.0,10.0,3150.0,0.0,0.0,0.0,0.0,2601.0,51.0,16065.0,1.0,315.0,99225.0
1.0,32.0,2.0,1.0,54.0,0.0,406.0,1024.0,64.0,32.0,1728.0,0.0,12992.0,4.0,2.0,108.0,0.0,812.0,1.0,54.0,0.0,406.0,2916.0,0.0,21924.0,0.0,0.0,164836.0
1.0,17.0,10.0,2.0,31.0,0.0,93.0,289.0,170.0,34.0,527.0,0.0,1581.0,100.0,20.0,310.0,0.0,930.0,4.0,62.0,0.0,186.0,961.0,0.0,2883.0,0.0,0.0,8649.0
1.0,55.0,6.0,1.0,20.0,1.0,405.0,3025.0,330.0,55.0,1100.0,55.0,22275.0,36.0,6.0,120.0,6.0,2430.0,1.0,20.0,1.0,405.0,400.0,20.0,8100.0,1.0,405.0,164025.0
1.0,18.0,8.0,1.0,53.0,1.0,399.0,324.0,144.0,18.0,954.0,18.0,7182.0,64.0,8.0,424.0,8.0,3192.0,1.0,53.0,1.0,399.0,2809.0,53.0,21147.0,1.0,399.0,159201.0
1.0,50.0,1.0,2.0,21.0,0.0,134.0,2500.0,50.0,100.0,1050.0,0.0,6700.0,1.0,2.0,21.0,0.0,134.0,4.0,42.0,0.0,268.0,441.0,0.0,2814.0,0.0,0.0,17956.0
1.0,42.0,10.0,0.0,18.0,0.0,189.0,1764.0,420.0,0.0,756.0,0.0,7938.0,100.0,0.0,180.0,0.0,1890.0,0.0,0.0,0.0,0.0,324.0,0.0,3402.0,0.0,0.0,35721.0
1.0,17.0,2.0,1.0,46.0,0.0,544.0,289.0,34.0,17.0,782.0,0.0,9248.0,4.0,2.0,92.0,0.0,1088.0,1.0,46.0,0.0,544.0,2116.0,0.0,25024.0,0.0,0.0,295936.0
1.0,24.0,9.0,2.0,59.0,0.0,708.0,576.0,216.0,48.0,1416.0,0.0,16992.0,81.0,18.0,531.0,0.0,6372.0,4.0,118.0,0.0,1416.0,3481.0,0.0,41772.0,0.0,0.0,501264.0
1.0,24.0,2.0,1.0,35.0,1.0,691.0,576.0,48.0,24.0,840.0,24.0,16584.0,4.0,2.0,70.0,2.0,1382.0,1.0,35.0,1.0,691.0,1225.0,35.0,24185.0,1.0,691.0,477481.0
1.0,55.0,8.0,0.0,34.0,0.0,314.0,3025.0,440.0,0.0,1870.0,0.0,17270.0,64.0,0.0,272.0,0.0,2512.0,0.0,0.0,0.0,0.0,1156.0,0.0,10676.0,0.0,0.0,98596.0
1.0,53.0,6.0,2.0,66.0,1.0,123.0,2809.0,318.0,106.0,3498.0,53.0,6519.0,36.0,12.0,396.0,6.0,738.0,4.0,132.0,2.0,246.0,4356.0,66.0,8118.0,1.0,123.0,15129.0
1.0,60.0,6.0,0.0,67.0,1.0,561.0,3600.0,360.0,0.0,4020.0,60.0,33660.0,36.0,0.0,402.0,6.0,3366.0,0.0,0.0,0.0,0.0,4489.0,67.0,37587.0,1.0,561.0,314721.0
1.0,11.0,4.0,2.0,40.0,0.0,724.0,121.0,44.0,22.0,440.0,0.0,7964.0,16.0,8.0,160.0,0.0,2896.0,4.0,80.0,0.0,1448.0,1600.0,0.0,28960.0,0.0,0.0,524176.0
1.0,48.0,3.0,2.0,43.0,1.0,389.0,2304.0,144.0,96.0,2064.0,48.0,18672.0,9.0,6.0,129.0,3.0,1167.0,4.0,86.0,2.0,778.0,1849.0,43.0,16727.0,1.0,389.0,151321.0
1.0,53.0,7.0,0.0,40.0,1.0,206.0,2809.0,371.0,0.0,2120.0,53.0,10918.0,49.0,0.0,280.0,7.0,1442.0,0.0,0.0,0.0,0.0,1600.0,40.0,8240.0,1.0,206.0,42436.0
1.0,53.0,5.0,0.0,41.0,1.0,257.0,2809.0,265.0,0.0,2173.0,53.0,13621.0,25.0,0.0,205.0,5.0,1285.0,0.0,0.0,0.0,0.0,1681.0,41.0,10537.0,1.0,257.0,66049.0
1.0,10.0,7.0,2.0,63.0,0.0,259.0,100.0,70.0,20.0,630.0,0.0,2590.0,49.0,14.0,441.0,0.0,1813.0,4.0,126.0,0.0,518.0,3969.0,0.0,16317.0,0.0,0.0,67081.0
1.0,17.0,9.0,0.0,53.0,0.0,338.0,289.0,153.0,0.0,901.0,0.0,5746.0,81.0,0.0,477.0,0.0,3042.0,0.0,0.0,0.0,0.0,2809.0,0.0,17914.0,0.0,0.0,114244.0
1.0,44.0,8.0,2.0,36.0,0.0,443.0,1936.0,352.0,88.0,1584.0,0.0,19492.0,64.0,16.0,288.0,0.0,3544.0,4.0,72.0,0.0,886.0,1296.0,0.0,15948.0,0.0,0.0,196249.0
1.0,16.0,5.0,0.0,28.0,1.0,28.0,256.0,80.0,0.0,448.0,16.0,448.0,25.0,0.0,140.0,5.0,140.0,0.0,0.0,0.0,0.0,784.0,28.0,784.0,1.0,28.0,784.0
1.0,20.0,2.0,0.0,40.0,0.0,118.0,400.0,40.0,0.0,800.0,0.0,2360.0,4.0,0.0,80.0,0.0,236.0,0.0,0.0,0.0,0.0,1600.0,0.0,4720.0,0.0,0.0,13924.0
1.0,6.0,5.0,0.0,34.0,0.0,508.0,36.0,30.0,0.0,204.0,0.0,3048.0,25.0,0.0,170.0,0.0,2540.0,0.0,0.0,0.0,0.0,1156.0,0.0,17272.0,0.0,0.0,258064.0
1.0,60.0,5.0,1.0,27.0,1.0,38.0,3600.0,300.0,60.0,1620.0,60.0,2280.0,25.0,5.0,135.0,5.0,190.0,1.0,27.0,1.0,38.0,729.0,27.0,1026.0,1.0,38.0,1444.0
1.0,35.0,6.0,1.0,58.0,0.0,112.0,1225.0,210.0,35.0,2030.0,0.0,3920.0,36.0,6.0,348.0,0.0,672.0,1.0,58.0,0.0,112.0,3364.0,0.0,6496.0,0.0,0.0,12544.0
1.0,23.0,9.0,2.0,36.0,1.0,348.0,529.0,207.0,46.0,828.0,23.0,8004.0,81.0,18.0,324.0,9.0,3132.0,4.0,72.0,2.0,696.0,1296.0,36.0,12528.0,1.0,348.0,121104.0
1.0,16.0,7.0,2.0,67.0,0.0,349.0,256.0,112.0,32.0,1072.0,0.0,5584.0,49.0,14.0,469.0,0.0,2443.0,4.0,134.0,0.0,698.0,4489.0,0.0,23383.0,0.0,0.0,121801.0
1.0,32.0,5.0,2.0,39.0,0.0,611.0,1024.0,160.0,64.0,1248.0,0.0,19552.0,25.0,10.0,195.0,0.0,3055.0,4.0,78.0,0.0,1222.0,1521.0,0.0,23829.0,0.0,0.0,373321.0
1.0,4.0,9.0,0.0,19.0,1.0,366.0,16.0,36.0,0.0,76.0,4.0,1464.0,81.0,0.0,171.0,9.0,3294.0,0.0,0.0,0.0,0.0,361.0,19.0,6954.0,1.0,366.0,133956.0
1.0,49.0,0.0,2.0,69.0,0.0,258.0,2401.0,0.0,98.0,3381.0,0.0,12642.0,0.0,0.0,0.0,0.0,0.0,4.0,138.0,0.0,516.0,4761.0,0.0,17802.0,0.0,0.0,66564.0
1.0,7.0,8.0,2.0,36.0,0.0,728.0,49.0,56.0,14.0,252.0,0.0,5096.0,64.0,16.0,288.0,0.0,5824.0,4.0,72.0,0.0,1456.0,1296.0,0.0,26208.0,0.0,0.0,529984.0
1.0,3.0,1.0,1.0,37.0,1.0,203.0,9.0,3.0,3.0,111.0,3.0,609.0,1.0,1.0,37.0,1.0,203.0,1.0,37.0,1.0,203.0,1369.0,37.0,7511.0,1.0,203.0,41209.0
1.0,50.0,2.0,2.0,60.0,0.0,594.0,2500.0,100.0,100.0,3000.0,0.0,29700.0,4.0,4.0,120.0,0.0,1188.0,4.0,120.0,0.0,1188.0,3600.0,0.0,35640.0,0.0,0.0,352836.0
1.0,17.0,0.0,2.0,20.0,0.0,358.0,289.0,0.0,34.0,340.0,0.0,6086.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.0,716.0,400.0,0.0,7160.0,0.0,0.0,128164.0
1.0,45.0,6.0,0.0,34.0,1.0,221.0,2025.0,270.0,0.0,1530.0,45.0,9945.0,36.0,0.0,204.0,6.0,1326.0,0.0,0.0,0.0,0.0,1156.0,34.0,7514.0,1.0,221.0,48841.0
1.0,36.0,10.0,1.0,57.0,1.0,90.0,1296.0,360.0,36.0,2052.0,36.0,3240.0,100.0,10.0,570.0,10.0,900.0,1.0,57.0,1.0,90.0,3249.0,57.0,5130.0,1.0,90.0,8100.0
1.0,9.0,9.0,1.0,63.0,0.0,397.0,81.0,81.0,9.0,567.0,0.0,3573.0,81.0,9.0,567.0,0.0,3573.0,1.0,63.0,0.0,397.0,3969.0,0.0,25011.0,0.0,0.0,157609.0
1.0,53.0,0.0,2.0,34.0,1.0,151.0,2809.0,0.0,106.0,1802.0,53.0,8003.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,2.0,302.0,1156.0,34.0,5134.0,1.0,151.0,22801.0
1.0,9.0,0.0,0.0,34.0,1.0,362.0,81.0,0.0,0.0,306.0,9.0,3258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,34.0,12308.0,1.0,362.0,131044.0
1.0,32.0,7.0,0.0,69.0,1.0,614.0,1024.0,224.0,0.0,2208.0,32.0,19648.0,49.0,0.0,483.0,7.0,4298.0,0.0,0.0,0.0,0.0,4761.0,69.0,42366.0,1.0,614.0,376996.0
1.0,49.0,1.0,0.0,38.0,1.0,632.0,2401.0,49.0,0.0,1862.0,49.0,30968.0,1.0,0.0,38.0,1.0,632.0,0.0,0.0,0.0,0.0,1444.0,38.0,24016.0,1.0,632.0,399424.0
1.0,8.0,1.0,1.0,43.0,1.0,151.0,64.0,8.0,8.0,344.0,8.0,1208.0,1.0,1.0,43.0,1.0,151.0,1.0,43.0,1.0,151.0,1849.0,43.0,6493.0,1.0,151.0,22801.0
1.0,12.0,3.0,1.0,32.0,0.0,47.0,144.0,36.0,12.0,384.0,0.0,564.0,9.0,3.0,96.0,0.0,141.0,1.0,32.0,0.0,47.0,1024.0,0.0,1504.0,0.0,0.0,2209.0
1.0,52.0,8.0,0.0,23.0,1.0,184.0,2704.0,416.0,0.0,1196.0,52.0,9568.0,64.0,0.0,184.0,8.0,1472.0,0.0,0.0,0.0,0.0,529.0,23.0,4232.0,1.0,184.0,33856.0
1.0,37.0,5.0,1.0,69.0,0.0,436.0,1369.0,185.0,37.0,2553.0,0.0,16132.0,25.0,5.0,345.0,0.0,2180.0,1.0,69.0,0.0,436.0,4761.0,0.0,30084.0,0.0,0.0,190096.0
1.0,49.0,6.0,0.0,69.0,0.0,123.0,2401.0,294.0,0.0,3381.0,0.0,6027.0,36.0,0.0,414.0,0.0,738.0,0.0,0.0,0.0,0.0,4761.0,0.0,8487.0,0.0,0.0,15129.0
1.0,7.0,3.0,1.0,42.0,1.0,582.0,49.0,21.0,7.0,294.0,7.0,4074.0,9.0,3.0,126.0,3.0,1746.0,1.0,42.0,1.0,582.0,1764.0,42.0,24444.0,1.0,582.0,338724.0
1.0,28.0,3.0,0.0,18.0,1.0,590.0,784.0,84.0,0.0,504.0,28.0,16520.0,9.0,0.0,54.0,3.0,1770.0,0.0,0.0,0.0,0.0,324.0,18.0,10620.0,1.0,590.0,348100.0
1.0,2.0,6.0,0.0,23.0,0.0,109.0,4.0,12.0,0.0,46.0,0.0,218.0,36.0,0.0,138.0,0.0,654.0,0.0,0.0,0.0,0.0,529.0,0.0,2507.0,0.0,0.0,11881.0
1.0,20.0,0.0,1.0,18.0,1.0,40.0,400.0,0.0,20.0,360.0,20.0,800.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,40.0,324.0,18.0,720.0,1.0,40.0,1600.0
1.0,26.0,0.0,2.0,22.0,0.0,57.0,676.0,0.0,52.0,572.0,0.0,1482.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,0.0,114.0,484.0,0.0,1254.0,0.0,0.0,3249.0
1.0,5.0,7.0,1.0,67.0,1.0,256.0,25.0,35.0,5.0,335.0,5.0,1280.0,49.0,7.0,469.0,7.0,1792.0,1.0,67.0,1.0,256.0,4489.0,67.0,17152.0,1.0,256.0,65536.0
1.0,49.0,6.0,0.0,54.0,1.0,205.0,2401.0,294.0,0.0,2646.0,49.0,10045.0,36.0,0.0,324.0,6.0,1230.0,0.0,0.0,0.0,0.0,2916.0,54.0,11070.0,1.0,205.0,42025.0
1.0,11.0,2.0,1.0,65.0,0.0,407.0,121.0,22.0,11.0,715.0,0.0,4477.0,4.0,2.0,130.0,0.0,814.0,1.0,65.0,0.0,407.0,4225.0,0.0,26455.0,0.0,0.0,165649.0
1.0,17.0,6.0,0.0,26.0,1.0,520.0,289.0,102.0,0.0,442.0,17.0,8840.0,36.0,0.0,156.0,6.0,3120.0,0.0,0.0,0.0,0.0,676.0,26.0,13520.0,1.0,520.0,270400.0
1.0,53.0,4.0,0.0,70.0,1.0,393.0,2809.0,212.0,0.0,3710.0,53.0,20829.0,16.0,0.0,280.0,4.0,1572.0,0.0,0.0,0.0,0.0,4900.0,70.0,27510.0,1.0,393.0,154449.0
1.0,18.0,10.0,0.0,18.0,1.0,578.0,324.0,180.0,0.0,324.0,18.0,10404.0,100.0,0.0,180.0,10.0,5780.0,0.0,0.0,0.0,0.0,324.0,18.0,10404.0,1.0,578.0,334084.0
1.0,56.0,2.0,1.0,32.0,0.0,283.0,3136.0,112.0,56.0,1792.0,0.0,15848.0,4.0,2.0,64.0,0.0,566.0,1.0,32.0,0.0,283.0,1024.0,0.0,9056.0,0.0,0.0,80089.0
1.0,42.0,9.0,2.0,32.0,0.0,530.0,1764.0,378.0,84.0,1344.0,0.0,22260.0,81.0,18.0,288.0,0.0,4770.0,4.0,64.0,0.0,1060.0,1024.0,0.0,16960.0,0.0,0.0,280900.0
1.0,38.0,10.0,0.0,69.0,0.0,289.0,1444.0,380.0,0.0,2622.0,0.0,10982.0,100.0,0.0,690.0,0.0,2890.0,0.0,0.0,0.0,0.0,4761.0,0.0,19941.0,0.0,0.0,83521.0
1.0,29.0,1.0,1.0,62.0,0.0,114.0,841.0,29.0,29.0,1798.0,0.0,3306.0,1.0,1.0,62.0,0.0,114.0,1.0,62.0,0.0,114.0,3844.0,0.0,7068.0,0.0,0.0,12996.0
1.0,7.0,5.0,0.0,25.0,1.0,673.0,49.0,35.0,0.0,175.0,7.0,4711.0,25.0,0.0,125.0,5.0,3365.0,0.0,0.0,0.0,0.0,625.0,25.0,16825.0,1.0,673.0,452929.0
1.0,5.0,9.0,0.0,31.0,0.0,278.0,25.0,45.0,0.0,155.0,0.0,1390.0,81.0,0.0,279.0,0.0,2502.0,0.0,0.0,0.0,0.0,961.0,0.0,8618.0,0.0,0.0,77284.0
1.0,57.0,4.0,1.0,35.0,0.0,512.0,3249.0,228.0,57.0,1995.0,0.0,29184.0,16.0,4.0,140.0,0.0,2048.0,1.0,35.0,0.0,512.0,1225.0,0.0,17920.0,0.0,0.0,262144.0
1.0,18.0,5.0,1.0,68.0,1.0,529.0,324.0,90.0,18.0,1224.0,18.0,9522.0,25.0,5.0,340.0,5.0,2645.0,1.0,68.0,1.0,529.0,4624.0,68.0,35972.0,1.0,529.0,279841.0
1.0,27.0,4.0,2.0,32.0,1.0,466.0,729.0,108.0,54.0,864.0,27.0,12582.0,16.0,8.0,128.0,4.0,1864.0,4.0,64.0,2.0,932.0,1024.0,32.0,14912.0,1.0,466.0,217156.0
1.0,51.0,2.0,1.0,60.0,0.0,300.0,2601.0,102.0,51.0,3060.0,0.0,15300.0,4.0,2.0,120.0,0.0,600.0,1.0,60.0,0.0,300.0,3600.0,0.0,18000.0,0.0,0.0,90000.0
1.0,1.0,9.0,1.0,40.0,0.0,627.0,1.0,9.0,1.0,40.0,0.0,627.0,81.0,9.0,360.0,0.0,5643.0,1.0,40.0,0.0,627.0,1600.0,0.0,25080.0,0.0,0.0,393129.0
1.0,48.0,1.0,0.0,22.0,1.0,52.0,2304.0,48.0,0.0,1056.0,48.0,2496.0,1.0,0.0,22.0,1.0,52.0,0.0,0.0,0.0,0.0,484.0,22.0,1144.0,1.0,52.0,2704.0
1.0,12.0,1.0,1.0,31.0,0.0,263.0,144.0,12.0,12.0,372.0,0.0,3156.0,1.0,1.0,31.0,0.0,263.0,1.0,31.0,0.0,263.0,961.0,0.0,8153.0,0.0,0.0,69169.0
1.0,29.0,6.0,1.0,52.0,1.0,671.0,841.0,174.0,29.0,1508.0,29.0,19459.0,36.0,6.0,312.0,6.0,4026.0,1.0,52.0,1.0,671.0,2704.0,52.0,34892.0,1.0,671.0,450241.0
1.0,23.0,2.0,2.0,27.0,1.0,439.0,529.0,46.0,46.0,621.0,23.0,10097.0,4.0,4.0,54.0,2.0,878.0,4.0,54.0,2.0,878.0,729.0,27.0,11853.0,1.0,439.0,192721.0
1.0,57.0,10.0,0.0,57.0,0.0,600.0,3249.0,570.0,0.0,3249.0,0.0,34200.0,100.0,0.0,570.0,0.0,6000.0,0.0,0.0,0.0,0.0,3249.0,0.0,34200.0,0.0,0.0,360000.0
1.0,3.0,9.0,0.0,27.0,0.0,89.0,9.0,27.0,0.0,81.0,0.0,267.0,81.0,0.0,243.0,0.0,801.0,0.0,0.0,0.0,0.0,729.0,0.0,2403.0,0.0,0.0,7921.0
1.0,52.0,0.0,0.0,40.0,0.0,296.0,2704.0,0.0,0.0,2080.0,0.0,15392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,11840.0,0.0,0.0,87616.0
1.0,38.0,5.0,0.0,41.0,0.0,273.0,1444.0,190.0,0.0,1558.0,0.0,10374.0,25.0,0.0,205.0,0.0,1365.0,0.0,0.0,0.0,0.0,1681.0,0.0,11193.0,0.0,0.0,74529.0
1.0,4.0,9.0,0.0,44.0,0.0,670.0,16.0,36.0,0.0,176.0,0.0,2680.0,81.0,0.0,396.0,0.0,6030.0,0.0,0.0,0.0,0.0,1936.0,0.0,29480.0,0.0,0.0,448900.0
1.0,56.0,2.0,1.0,19.0,0.0,714.0,3136.0,112.0,56.0,1064.0,0.0,39984.0,4.0,2.0,38.0,0.0,1428.0,1.0,19.0,0.0,714.0,361.0,0.0,13566.0,0.0,0.0,509796.0
1.0,6.0,9.0,2.0,35.0,0.0,280.0,36.0,54.0,12.0,210.0,0.0,1680.0,81.0,18.0,315.0,0.0,2520.0,4.0,70.0,0.0,560.0,1225.0,0.0,9800.0,0.0,0.0,78400.0
1.0,49.0,2.0,2.0,22.0,1.0,374.0,2401.0,98.0,98.0,1078.0,49.0,18326.0,4.0,4.0,44.0,2.0,748.0,4.0,44.0,2.0,748.0,484.0,22.0,8228.0,1.0,374.0,139876.0
1.0,7.0,7.0,1.0,30.0,1.0,216.0,49.0,49.0,7.0,210.0,7.0,1512.0,49.0,7.0,210.0,7.0,1512.0,1.0,30.0,1.0,216.0,900.0,30.0,6480.0,1.0,216.0,46656.0
1.0,22.0,10.0,0.0,62.0,1.0,218.0,484.0,220.0,0.0,1364.0,22.0,4796.0,100.0,0.0,620.0,10.0,2180.0,0.0,0.0,0.0,0.0,3844.0,62.0,13516.0,1.0,218.0,47524.0
1.0,25.0,1.0,1.0,24.0,0.0,32.0,625.0,25.0,25.0,600.0,0.0,800.0,1.0,1.0,24.0,0.0,32.0,1.0,24.0,0.0,32.0,576.0,0.0,768.0,0.0,0.0,1024.0
1.0,5.0,7.0,1.0,58.0,1.0,95.0,25.0,35.0,5.0,290.0,5.0,475.0,49.0,7.0,406.0,7.0,665.0,1.0,58.0,1.0,95.0,3364.0,58.0,5510.0,1.0,95.0,9025.0
1.0,50.0,3.0,0.0,55.0,0.0,518.0,2500.0,150.0,0.0,2750.0,0.0,25900.0,9.0,0.0,165.0,0.0,1554.0,0.0,0.0,0.0,0.0,3025.0,0.0,28490.0,0.0,0.0,268324.0
1.0,20.0,5.0,0.0,30.0,1.0,322.0,400.0,100.0,0.0,600.0,20.0,6440.0,25.0,0.0,150.0,5.0,1610.0,0.0,0.0,0.0,0.0,900.0,30.0,9660.0,1.0,322.0,103684.0
1.0,52.0,1.0,2.0,39.0,0.0,85.0,2704.0,52.0,104.0,2028.0,0.0,4420.0,1.0,2.0,39.0,0.0,85.0,4.0,78.0,0.0,170.0,1521.0,0.0,3315.0,0.0,0.0,7225.0
